GROUP_AC7	GROUP_AC8	GROUP_AC9	GROUP-BN1	GROUP-BN2	GROUP-BN3
ENSG00000250247.1	0	0	0	0	0	0
ENSG00000286441.1	0	0	0	0	0	0
ENSG00000202269.1	0	0	0	0	0	0
ENSG00000249332.2	0	0	0	0	0	6
ENSG00000248834.2	0	0	0	0	0	0
ENSG00000286377.1	0	0	0	0	0	0
ENSG00000248699.1	1	0	0	2	4	4
ENSG00000183580.10	2393	3247	2246	1224	3108	3951
ENSG00000250250.2	0	0	0	0	0	0
ENSG00000216077.3	0	10	0	13	9	14
ENSG00000222312.1	0	0	0	0	0	0
ENSG00000183654.9	0	0	0	0	0	0
ENSG00000250981.1	0	0	0	0	0	0
ENSG00000250448.1	0	0	0	0	0	0
ENSG00000248403.1	0	0	0	0	0	0
ENSG00000248150.1	0	3	0	2	0	2
ENSG00000249737.1	0	0	0	0	0	0
ENSG00000173545.5	1512	1321	1676	2340	2577	1836
ENSG00000154153.15	4	41	2	4	23	11
ENSG00000246214.2	3	13	6	14	11	2
ENSG00000250415.1	0	0	0	0	0	0
ENSG00000201370.1	0	0	0	0	0	0
ENSG00000145555.15	19844	19512	15964	27403	19598	20620
ENSG00000253093.1	0	0	0	0	0	0
ENSG00000243538.1	5	6	7	41	29	45
ENSG00000201436.1	0	0	0	0	0	0
ENSG00000176788.9	9769	9095	12141	13314	28578	15016
ENSG00000215196.5	57	135	170	73	400	174
ENSG00000271892.1	0	0	13	0	10	2
ENSG00000206814.1	0	0	0	6	0	0
ENSG00000251990.1	0	0	6	2	5	1
ENSG00000250816.1	0	0	0	0	0	3
ENSG00000252908.1	1	6	0	19	4	49
ENSG00000185296.8	0	0	3	0	0	6
ENSG00000201715.1	1	3	1	1	3	0
ENSG00000223361.5	3809	2792	1235	2619	3306	846
ENSG00000248223.1	13	9	7	11	18	7
ENSG00000249199.2	0	0	0	0	5	16
ENSG00000250822.1	0	0	0	0	0	0
ENSG00000248455.6	0	0	0	0	4	0
ENSG00000249662.6	0	0	0	0	0	0
ENSG00000268799.4	0	0	0	0	0	0
ENSG00000250667.1	0	0	0	0	0	0
ENSG00000284373.1	0	0	0	0	0	0
ENSG00000248205.1	0	0	0	0	0	0
ENSG00000249620.1	0	0	0	0	0	0
ENSG00000284439.1	0	0	0	0	0	0
ENSG00000284283.1	0	0	0	0	0	0
ENSG00000284234.1	0	0	0	0	0	0
ENSG00000284042.1	0	0	0	0	0	0
ENSG00000284465.1	0	0	0	0	0	0
ENSG00000250088.1	0	0	0	0	0	0
ENSG00000283967.1	0	0	0	0	0	0
ENSG00000283988.1	0	0	0	0	0	0
ENSG00000284356.1	0	0	0	0	0	0
ENSG00000248422.1	0	0	0	0	0	0
ENSG00000249282.1	0	0	0	0	0	0
ENSG00000283740.1	0	0	0	0	0	0
ENSG00000249156.2	0	0	0	0	0	0
ENSG00000271296.1	0	0	0	0	0	0
ENSG00000250351.1	0	0	0	0	0	0
ENSG00000250386.1	0	0	0	0	0	0
ENSG00000283776.1	0	0	0	0	0	0
ENSG00000250782.1	0	0	0	0	0	0
ENSG00000248471.2	0	0	0	0	0	0
ENSG00000248160.1	0	0	0	0	0	0
ENSG00000248542.2	0	0	0	0	0	0
ENSG00000248337.1	0	0	0	0	0	0
ENSG00000269466.4	0	0	0	0	0	0
ENSG00000274832.1	0	0	0	0	0	0
ENSG00000250715.1	0	0	0	0	0	0
ENSG00000249937.8	8	2	0	0	0	0
ENSG00000240785.2	8	7	2	9	12	0
ENSG00000212278.1	0	0	0	0	0	0
ENSG00000241552.3	0	0	0	0	0	0
ENSG00000248693.1	1	0	0	0	0	0
ENSG00000249191.1	0	0	0	0	0	0
ENSG00000249927.1	0	0	0	0	0	0
ENSG00000249285.1	0	0	0	0	0	0
ENSG00000276764.1	0	0	0	0	0	0
ENSG00000249174.1	0	0	0	0	0	0
ENSG00000251487.1	0	0	0	0	0	0
ENSG00000242654.1	0	0	0	0	0	0
ENSG00000249557.2	0	0	0	0	0	0
ENSG00000145526.12	0	1	0	0	0	8
ENSG00000248766.2	0	0	0	0	0	0
ENSG00000214132.4	14	7	15	26	13	4
ENSG00000249854.3	0	0	0	0	0	0
ENSG00000249490.2	0	0	0	0	0	0
ENSG00000251629.7	1	5	0	4	6	9
ENSG00000248308.1	0	0	0	0	0	0
ENSG00000286751.1	0	0	0	0	0	0
ENSG00000248286.1	0	0	0	0	0	0
ENSG00000249359.3	3	0	10	0	0	2
ENSG00000183666.17	211	355	289	469	489	493
ENSG00000233974.3	0	0	0	0	0	0
ENSG00000279107.1	2	23	6	16	14	52
ENSG00000272130.1	0	2	2	3	1	4
ENSG00000253766.1	0	0	0	0	0	0
ENSG00000154162.15	0	0	0	0	5	10
ENSG00000213430.6	157	173	138	340	161	277
ENSG00000253104.1	0	0	0	0	0	0
ENSG00000168967.14	0	0	0	0	0	0
ENSG00000287471.1	0	0	0	0	0	0
ENSG00000249206.2	0	0	0	0	0	0
ENSG00000286961.1	0	0	0	0	0	0
ENSG00000249404.1	0	0	0	0	0	0
ENSG00000250319.1	0	0	0	0	0	0
ENSG00000206912.1	0	0	0	0	0	0
ENSG00000250332.1	6	7	10	6	21	4
ENSG00000249289.1	0	0	0	0	0	0
ENSG00000164256.11	0	0	0	0	0	0
ENSG00000248591.1	0	0	0	0	0	0
ENSG00000249607.1	0	0	0	0	0	0
ENSG00000248874.5	0	37	4	7	0	0
ENSG00000252083.1	0	0	0	0	0	0
ENSG00000234865.3	2	4	0	0	2	3
ENSG00000200600.1	0	0	0	0	0	0
ENSG00000286134.2	0	0	0	0	0	0
ENSG00000226432.3	27	61	39	72	48	32
ENSG00000250694.1	0	0	0	0	0	0
ENSG00000277455.1	0	0	0	0	0	0
ENSG00000287199.1	0	0	0	0	0	0
ENSG00000040731.10	193	22	108	16	553	2
ENSG00000251294.1	0	0	0	0	0	0
ENSG00000249562.1	4	0	0	0	0	0
ENSG00000286454.1	0	0	0	0	0	0
ENSG00000250099.1	0	0	0	0	0	0
ENSG00000286238.1	0	0	0	0	0	0
ENSG00000248156.2	0	0	0	0	0	0
ENSG00000223004.1	0	0	0	0	0	0
ENSG00000248908.1	0	0	0	0	0	0
ENSG00000250524.1	0	0	0	0	0	0
ENSG00000199911.1	0	0	0	0	0	0
ENSG00000251273.4	1	0	4	1	3	5
ENSG00000245662.4	17	13	8	8	20	12
ENSG00000285042.1	38	45	35	52	94	35
ENSG00000251654.2	0	0	0	0	0	0
ENSG00000260761.1	0	0	0	0	0	0
ENSG00000279671.1	0	0	0	0	0	0
ENSG00000248605.5	0	0	0	0	0	0
ENSG00000279531.1	0	0	0	0	0	0
ENSG00000201016.1	0	0	0	0	0	0
ENSG00000279869.1	0	0	0	0	0	0
ENSG00000251593.1	12	15	4	31	23	12
ENSG00000286625.1	0	0	0	0	0	0
ENSG00000222560.1	0	0	0	0	0	0
ENSG00000249099.1	0	0	0	0	0	0
ENSG00000286204.1	0	0	0	0	0	0
ENSG00000230571.2	0	0	0	0	0	0
ENSG00000248426.1	0	0	0	0	0	0
ENSG00000250703.1	0	0	0	0	0	0
ENSG00000251033.1	0	0	0	0	0	0
ENSG00000249616.1	0	0	0	0	0	0
ENSG00000113100.10	0	0	0	0	0	0
ENSG00000207261.1	0	0	0	0	0	0
ENSG00000250337.7	96	64	60	111	47	118
ENSG00000248490.2	0	0	0	0	0	0
ENSG00000250079.1	0	0	0	0	8	0
ENSG00000249785.3	0	0	0	0	0	0
ENSG00000250453.2	0	0	0	0	76	0
ENSG00000286432.1	0	0	0	0	0	0
ENSG00000252867.1	0	0	0	0	0	0
ENSG00000270495.1	0	0	0	0	0	0
ENSG00000259786.7	0	0	0	0	189	0
ENSG00000271035.1	0	0	0	0	0	0
ENSG00000162685.6	0	0	0	0	7	0
ENSG00000226400.2	0	0	0	0	5	0
ENSG00000277878.1	0	0	0	0	0	0
ENSG00000249226.1	0	0	0	0	49	0
ENSG00000252601.1	0	0	0	0	16	0
ENSG00000248687.2	0	0	0	0	3	0
ENSG00000270430.1	0	0	0	0	0	0
ENSG00000286182.1	0	0	0	0	0	0
ENSG00000248391.6	0	0	0	0	0	0
ENSG00000276098.1	0	0	0	0	0	0
ENSG00000248418.2	0	0	0	0	0	0
ENSG00000250984.1	0	0	0	0	0	0
ENSG00000249744.1	0	0	0	0	0	0
ENSG00000233787.3	0	0	0	0	0	0
ENSG00000223136.1	0	1	0	1	0	1
ENSG00000280305.1	0	0	0	0	0	0
ENSG00000250587.2	0	0	0	0	0	0
ENSG00000250118.1	0	0	1	1	3	1
ENSG00000287176.1	0	1	0	0	0	0
ENSG00000287940.1	0	0	0	0	0	0
ENSG00000241668.2	0	0	0	0	0	0
ENSG00000253940.1	0	0	0	0	0	0
ENSG00000254138.1	1	0	2	2	0	1
ENSG00000113361.13	16421	6639	26094	17752	8704	38980
ENSG00000250482.3	0	0	0	0	0	0
ENSG00000113360.17	3618	3396	3165	6353	6556	5787
ENSG00000206682.1	0	0	0	0	0	0
ENSG00000082213.18	2099	1970	2117	2638	3566	2453
ENSG00000279923.1	50	47	44	25	69	26
ENSG00000199765.1	0	0	0	0	0	0
ENSG00000133401.16	98	20	294	10	16	61
ENSG00000248624.1	0	0	0	2	0	0
ENSG00000248878.1	0	0	0	0	0	0
ENSG00000249114.1	0	0	0	0	0	0
ENSG00000248813.1	0	0	0	0	0	0
ENSG00000248378.1	0	0	0	0	0	0
ENSG00000250164.1	0	0	0	0	0	0
ENSG00000249688.1	0	0	0	0	0	0
ENSG00000252373.1	0	0	0	0	0	0
ENSG00000224282.3	1	1	0	3	3	0
ENSG00000251887.2	0	0	0	0	0	0
ENSG00000241739.1	1	0	0	0	0	0
ENSG00000243914.1	0	0	0	0	1	0
ENSG00000214108.4	9	14	7	25	65	4
ENSG00000249774.1	0	1	0	0	0	2
ENSG00000266243.1	0	0	0	0	0	0
ENSG00000250764.1	18	29	26	22	30	45
ENSG00000113384.14	6263	7889	6544	4897	8776	5873
ENSG00000200065.1	0	0	0	0	0	0
ENSG00000272086.1	64	50	113	55	115	46
ENSG00000230829.3	0	0	0	0	0	0
ENSG00000150712.11	2030	2607	2204	2781	3071	2910
ENSG00000199731.1	4	1	3	5	7	0
ENSG00000207052.1	0	0	0	0	0	0
ENSG00000056097.16	7093	7265	8783	12173	10287	8270
ENSG00000207956.1	0	1	0	2	5	3
ENSG00000249142.1	2	2	1	10	2	2
ENSG00000113387.12	6193	4188	4134	5392	6668	5053
ENSG00000250885.1	0	0	0	0	0	0
ENSG00000286741.1	4	1	0	5	0	0
ENSG00000113389.16	13051	26681	22314	1932	27392	2910
ENSG00000251062.1	7	6	4	28	23	2
ENSG00000250697.2	11	28	15	17	12	19
ENSG00000248279.5	0	0	0	0	0	0
ENSG00000249102.3	0	3	0	0	0	0
ENSG00000251281.1	2	5	2	9	0	15
ENSG00000250672.1	0	0	0	1	0	0
ENSG00000240376.1	43	39	20	34	53	17
ENSG00000251443.2	0	0	0	0	3	0
ENSG00000288579.1	0	11	18	0	12	10
ENSG00000249572.1	40	11	31	39	75	36
ENSG00000113407.14	8467	13985	12425	14532	13878	10700
ENSG00000249360.1	0	0	0	0	0	0
ENSG00000250583.1	3	0	0	3	3	0
ENSG00000151388.11	3721	2706	1697	3453	9264	1883
ENSG00000201623.1	0	0	0	5	14	0
ENSG00000182631.7	0	0	0	0	0	0
ENSG00000164175.15	0	0	0	1	10	0
ENSG00000250914.1	0	0	0	2	0	0
ENSG00000242110.8	64	86	75	51	42	62
ENSG00000273294.1	0	1	0	4	3	1
ENSG00000250767.1	0	0	0	3	0	5
ENSG00000082196.21	15	18	18	3	12	2
ENSG00000278900.1	0	1	0	0	1	7
ENSG00000279995.1	0	1	0	7	0	3
ENSG00000271771.1	0	0	0	0	0	0
ENSG00000215158.9	154	186	117	347	254	320
ENSG00000215156.5	0	0	0	3	2	3
ENSG00000286543.1	0	0	4	0	0	1
ENSG00000249380.1	0	0	0	0	0	0
ENSG00000271874.1	0	7	11	12	15	1
ENSG00000039560.14	23297	26745	27330	35480	31340	28045
ENSG00000250234.1	7	16	24	10	8	10
ENSG00000272323.1	9	10	9	14	38	7
ENSG00000205838.14	6	16	0	23	28	11
ENSG00000250140.1	0	0	0	0	0	0
ENSG00000241829.1	2	0	0	1	2	0
ENSG00000113456.19	3406	4176	3887	3581	4899	3231
ENSG00000113460.13	1967	2893	2297	5292	4970	5277
ENSG00000168724.17	5558	6351	4985	5065	8812	4652
ENSG00000113492.14	2	0	0	0	0	0
ENSG00000113494.17	124	280	13	19	25	15
ENSG00000250886.1	0	0	0	0	0	1
ENSG00000201368.2	0	0	0	0	0	0
ENSG00000152582.14	183	135	129	146	221	69
ENSG00000238441.1	0	0	0	0	0	0
ENSG00000248969.1	0	0	0	0	0	0
ENSG00000168685.15	754	190	220	1288	1155	6039
ENSG00000279737.1	0	0	0	0	0	0
ENSG00000248349.1	0	0	0	0	0	0
ENSG00000152611.12	0	0	0	0	0	11
ENSG00000249748.1	0	0	0	0	0	0
ENSG00000145626.12	0	0	0	0	0	0
ENSG00000168671.10	0	0	0	0	3	0
ENSG00000251591.2	0	0	0	0	0	0
ENSG00000164187.7	1672	1834	2064	3071	2671	1994
ENSG00000207756.1	0	0	0	0	4	7
ENSG00000145604.17	1610	1717	1789	2331	3592	3147
ENSG00000201223.1	0	0	25	2	29	12
ENSG00000152620.13	1172	1242	1334	1366	1634	1211
ENSG00000245711.2	0	0	0	0	0	0
ENSG00000164188.9	8	1	5	0	0	3
ENSG00000287634.1	0	0	0	0	0	0
ENSG00000222178.1	0	0	0	0	0	0
ENSG00000242292.2	0	0	0	0	0	0
ENSG00000079215.15	12	17	5	14	14	127
ENSG00000274441.1	0	0	0	0	0	0
ENSG00000250155.2	0	0	0	0	0	0
ENSG00000272103.2	4	10	22	11	23	17
ENSG00000285967.1	597	723	797	551	833	672
ENSG00000164190.19	6848	7517	6843	7464	9218	7980
ENSG00000249850.1	21	34	15	45	41	97
ENSG00000244073.1	8	13	2	2	3	1
ENSG00000197603.16	2876	2935	2241	3812	4214	3716
ENSG00000271378.1	0	0	1	0	0	0
ENSG00000228212.1	0	0	0	0	1	0
ENSG00000242493.3	1	2	3	10	10	26
ENSG00000286193.2	0	7	15	9	11	35
ENSG00000270558.1	7	33	22	33	41	30
ENSG00000113569.16	2546	3110	2912	4859	3839	4567
ENSG00000251880.1	0	0	0	0	0	0
ENSG00000250455.1	0	0	0	0	0	0
ENSG00000082068.9	1439	1110	1210	1182	1844	1209
ENSG00000248216.1	0	3	0	0	6	0
ENSG00000222743.1	0	0	0	0	0	0
ENSG00000206743.1	0	0	0	0	0	0
ENSG00000248587.8	40	168	85	6	34	34
ENSG00000168621.15	762	1094	1724	323	263	349
ENSG00000248539.1	0	0	0	0	0	0
ENSG00000250032.1	0	0	0	0	0	0
ENSG00000251518.1	0	0	0	0	0	0
ENSG00000248533.1	0	0	0	0	0	0
ENSG00000248461.3	0	3	0	0	0	0
ENSG00000276332.1	0	0	0	0	0	0
ENSG00000164318.18	275	404	447	85	8	14
ENSG00000248730.1	0	0	0	0	0	0
ENSG00000249071.2	0	0	0	0	0	0
ENSG00000248572.6	0	0	0	0	0	0
ENSG00000249491.1	0	0	0	0	0	0
ENSG00000248234.1	0	0	0	0	0	0
ENSG00000251257.2	4	30	31	41	17	35
ENSG00000113594.10	5613	6541	4593	5955	10675	8710
ENSG00000244968.7	38	83	36	52	121	42
ENSG00000265304.1	0	0	0	0	0	0
ENSG00000251189.1	0	0	0	0	0	0
ENSG00000249740.3	103	202	81	98	187	155
ENSG00000248577.1	0	7	0	0	5	0
ENSG00000250629.1	0	0	0	0	0	5
ENSG00000145623.13	26356	34624	27106	23382	43339	26607
ENSG00000164327.13	5119	6228	4754	4788	6325	6120
ENSG00000249089.1	0	0	0	0	0	0
ENSG00000286809.1	0	0	0	0	0	0
ENSG00000082074.19	16	77	0	6	3	0
ENSG00000251215.1	0	1	0	3	0	0
ENSG00000113600.11	21	25	27	41	31	48
ENSG00000153071.15	26968	24406	20300	20527	27564	12689
ENSG00000271334.6	3	6	2	8	7	3
ENSG00000251515.1	0	0	0	0	0	0
ENSG00000250492.1	10	7	5	18	2	7
ENSG00000248651.1	0	0	0	0	0	0
ENSG00000250048.2	0	0	0	0	0	0
ENSG00000249668.1	0	0	0	0	0	0
ENSG00000250585.3	0	0	0	0	0	0
ENSG00000199361.1	0	0	0	0	0	0
ENSG00000287597.1	0	0	0	0	0	0
ENSG00000283286.1	0	0	0	0	0	0
ENSG00000285552.1	0	0	0	0	0	0
ENSG00000285616.1	0	0	0	0	0	0
ENSG00000113638.14	745	673	793	737	1017	676
ENSG00000199552.1	0	0	0	0	0	0
ENSG00000171522.6	249	118	219	155	97	216
ENSG00000132356.11	7341	8421	7277	9728	14412	8181
ENSG00000212567.1	5	11	0	16	13	14
ENSG00000145592.14	12888	13586	8970	8634	12217	7653
ENSG00000212296.1	7	3	21	15	6	5
ENSG00000132357.14	604	199	584	962	853	247
ENSG00000112936.19	158	280	38	2	23	7
ENSG00000253098.1	0	0	0	0	0	0
ENSG00000248120.1	0	0	0	0	0	0
ENSG00000171495.17	0	0	0	0	0	0
ENSG00000039537.14	10	4	0	0	2	0
ENSG00000182836.10	292	136	10	16	5	4
ENSG00000251478.1	0	1	0	2	0	1
ENSG00000083720.13	1654	2605	2155	2707	2375	3396
ENSG00000286164.1	0	0	0	0	0	0
ENSG00000248668.3	0	18	22	0	3	0
ENSG00000240281.2	0	0	0	0	0	0
ENSG00000205765.9	4298	5954	5029	4861	6536	3968
ENSG00000151876.13	492	293	353	274	540	239
ENSG00000239694.1	0	0	0	0	0	0
ENSG00000199487.1	0	0	0	0	0	0
ENSG00000249266.1	0	1	0	0	0	2
ENSG00000260786.1	0	0	0	0	0	0
ENSG00000112964.14	295	779	545	756	446	245
ENSG00000248873.1	23	10	24	21	21	9
ENSG00000250860.1	0	0	0	0	0	0
ENSG00000270513.1	0	0	0	0	1	0
ENSG00000198865.10	0	18	0	66	86	23
ENSG00000250722.6	1368	2305	246	626	1572	254
ENSG00000272234.1	0	0	0	0	0	0
ENSG00000286271.2	3	0	0	0	0	0
ENSG00000249092.1	0	3	0	0	0	0
ENSG00000251163.1	0	0	0	0	0	0
ENSG00000251656.1	0	0	0	0	0	0
ENSG00000249516.1	0	0	0	0	0	0
ENSG00000250711.1	0	0	0	0	0	0
ENSG00000287263.1	259	329	71	79	438	352
ENSG00000286656.1	13	36	0	3	4	14
ENSG00000271788.1	12	12	28	2	11	27
ENSG00000177738.4	143	154	148	244	101	365
ENSG00000251131.2	22	54	35	3	13	9
ENSG00000272382.1	13	1	6	0	1	1
ENSG00000177721.5	25	106	73	58	40	102
ENSG00000215068.8	294	423	393	388	605	563
ENSG00000272144.1	14	30	40	11	28	17
ENSG00000172262.12	1530	1417	1587	1889	1870	2028
ENSG00000278487.1	0	2	2	2	3	0
ENSG00000177453.7	59	65	38	44	70	31
ENSG00000249779.1	5	0	3	7	3	1
ENSG00000249888.1	0	0	0	0	0	0
ENSG00000247763.2	0	0	1	10	10	5
ENSG00000112972.15	2324	820	948	2183	1826	1572
ENSG00000261604.1	3	0	0	0	6	0
ENSG00000188850.9	1	0	0	0	0	0
ENSG00000151882.11	52	140	57	107	133	27
ENSG00000151881.15	659	693	755	1171	891	612
ENSG00000249492.2	12	50	40	39	59	38
ENSG00000172244.9	108	66	135	364	319	266
ENSG00000249855.1	2272	3167	1547	2206	3778	1184
ENSG00000248554.1	5	7	17	17	0	4
ENSG00000248240.1	10	13	11	1	2	3
ENSG00000172239.14	3880	4013	4489	4481	5868	3798
ENSG00000248092.8	900	929	992	1158	1087	798
ENSG00000279557.1	0	8	2	15	9	2
ENSG00000249286.1	8	16	15	0	2	4
ENSG00000112992.18	5341	5115	5092	4915	7023	5622
ENSG00000224993.3	9	14	2	8	21	8
ENSG00000249276.1	0	0	0	0	0	0
ENSG00000212561.1	0	0	0	0	0	0
ENSG00000070193.5	33	256	1719	58	116	117
ENSG00000248464.1	3	7	26	0	2	8
ENSG00000249203.2	0	0	0	0	0	0
ENSG00000250418.1	0	0	0	0	0	0
ENSG00000263556.2	0	0	0	0	0	0
ENSG00000251141.6	40	101	138	34	35	13
ENSG00000248779.1	0	0	4	0	0	0
ENSG00000112996.11	1819	2443	2864	2176	2486	2016
ENSG00000272335.1	254	472	450	266	301	261
ENSG00000248148.1	0	0	0	0	0	0
ENSG00000287540.1	0	0	0	0	0	0
ENSG00000164588.8	0	0	0	0	1	0
ENSG00000250422.1	0	0	0	0	0	0
ENSG00000250017.1	0	0	0	0	0	0
ENSG00000250122.1	0	0	0	0	0	0
ENSG00000170571.12	434	618	961	95	414	1093
ENSG00000271455.1	0	0	0	0	0	0
ENSG00000213956.4	6	10	1	18	12	2
ENSG00000271752.1	2	0	0	0	0	0
ENSG00000151883.19	1448	841	1522	1263	1624	1698
ENSG00000249405.1	0	0	0	0	0	0
ENSG00000270830.1	0	0	0	0	0	0
ENSG00000251601.1	0	0	0	0	0	0
ENSG00000250360.1	0	6	30	0	0	0
ENSG00000251573.2	0	3	0	0	0	0
ENSG00000248918.2	0	0	0	0	0	0
ENSG00000207060.1	0	0	0	0	0	0
ENSG00000278734.1	0	0	0	0	0	0
ENSG00000206606.1	0	0	0	0	0	0
ENSG00000240627.1	0	0	0	0	0	0
ENSG00000259663.2	33	268	322	24	25	45
ENSG00000016082.15	120	308	578	17	53	83
ENSG00000249338.1	0	0	0	0	0	0
ENSG00000248891.2	0	0	0	0	0	0
ENSG00000288035.1	0	0	0	0	0	0
ENSG00000251125.1	0	9	0	0	0	0
ENSG00000251873.1	0	0	0	0	0	0
ENSG00000249270.1	0	0	0	0	0	0
ENSG00000279470.1	0	0	0	0	0	0
ENSG00000248789.5	0	0	0	0	0	0
ENSG00000244621.1	0	0	0	0	0	0
ENSG00000250827.1	0	0	0	0	0	0
ENSG00000248898.3	5	9	3	27	24	17
ENSG00000152684.11	3415	3299	2832	4547	3513	3308
ENSG00000213949.10	34774	20611	9426	29434	44075	14374
ENSG00000288539.1	1	0	0	0	0	2
ENSG00000251237.1	10	2	0	32	15	5
ENSG00000241809.1	0	0	0	0	0	0
ENSG00000249899.6	2	0	0	10	13	9
ENSG00000164171.11	11219	2305	4263	22490	5017	10356
ENSG00000286048.1	1	1	0	5	0	2
ENSG00000272123.1	6	1	8	11	8	2
ENSG00000164172.20	2589	2133	2272	2889	3545	3222
ENSG00000247796.3	170	196	81	132	161	171
ENSG00000213940.4	0	0	5	4	1	0
ENSG00000285831.1	0	3	0	0	0	7
ENSG00000240052.1	0	0	0	0	0	0
ENSG00000134363.12	4864	5821	8882	8386	4056	20394
ENSG00000164258.12	1676	1665	1422	1731	2570	1529
ENSG00000250447.6	0	0	0	0	0	0
ENSG00000217791.4	2	0	0	0	1	0
ENSG00000272416.1	6	1	2	6	1	0
ENSG00000185305.11	1387	719	807	1085	1116	529
ENSG00000287087.1	0	0	0	0	0	0
ENSG00000222960.1	0	0	0	9	0	8
ENSG00000207627.1	4	1	0	9	9	3
ENSG00000241230.3	3	2	0	4	1	0
ENSG00000265421.1	3	2	0	3	6	6
ENSG00000279638.1	0	0	0	2	0	3
ENSG00000249069.8	0	0	0	4	0	0
ENSG00000251597.1	0	0	0	0	0	0
ENSG00000169271.3	15	7	0	1	38	35
ENSG00000178996.14	15874	10879	11723	5298	8093	7152
ENSG00000280159.1	10	18	8	0	11	5
ENSG00000287367.1	8	6	12	0	1	10
ENSG00000232517.2	19	8	11	2	8	3
ENSG00000226810.3	1	2	0	0	0	1
ENSG00000249843.1	0	0	0	0	0	0
ENSG00000249016.1	0	0	0	0	0	0
ENSG00000164283.13	38	55	45	91	5	65
ENSG00000240535.8	0	0	0	0	0	0
ENSG00000113088.6	0	3	0	0	0	0
ENSG00000207229.1	0	0	0	0	0	0
ENSG00000251376.1	0	0	0	0	0	0
ENSG00000248029.2	0	0	0	0	0	0
ENSG00000249454.1	0	0	0	0	0	0
ENSG00000145649.8	0	0	0	0	0	0
ENSG00000164287.13	4	6	1	0	0	7
ENSG00000164294.14	13616	8445	9513	12233	13574	12707
ENSG00000198983.1	0	0	0	0	0	0
ENSG00000207728.1	0	0	0	0	0	0
ENSG00000251856.1	0	0	0	0	0	0
ENSG00000234602.9	0	0	0	0	0	0
ENSG00000152669.9	3	17	4	6	10	0
ENSG00000251307.1	0	0	0	3	0	0
ENSG00000067248.10	3100	2835	2952	5378	5522	4914
ENSG00000039123.16	4194	3936	4150	4922	4695	4858
ENSG00000271410.1	0	0	0	2	0	2
ENSG00000067113.17	2486	5807	3821	5445	22820	4094
ENSG00000279883.1	0	0	0	4	0	0
ENSG00000265135.1	0	9	0	22	33	17
ENSG00000250853.1	0	22	15	72	74	77
ENSG00000249410.1	0	0	0	0	0	0
ENSG00000177058.12	983	1082	977	1091	1648	696
ENSG00000152670.19	4	1	0	0	0	0
ENSG00000251368.1	0	0	0	0	0	0
ENSG00000199322.1	0	0	0	0	0	0
ENSG00000248854.1	0	4	2	3	0	0
ENSG00000164509.16	26	60	4	24	24	31
ENSG00000134352.20	162411	75726	47877	132511	150508	116484
ENSG00000262211.1	65	21	22	53	86	13
ENSG00000264281.3	5032	5023	3277	4612	5692	3713
ENSG00000249236.2	0	0	0	1	0	1
ENSG00000227908.3	27	8	9	10	16	21
ENSG00000238326.1	0	0	0	0	0	0
ENSG00000164512.18	17	0	0	0	0	2
ENSG00000253032.1	0	0	0	6	0	12
ENSG00000243592.1	11	4	0	26	7	9
ENSG00000223003.1	0	0	0	0	0	0
ENSG00000251435.1	11	2	0	8	9	14
ENSG00000212265.1	0	0	0	0	0	0
ENSG00000248781.1	9	3	3	21	9	15
ENSG00000210678.1	2	0	0	0	1	0
ENSG00000249697.1	0	0	0	0	0	0
ENSG00000250787.1	1	0	0	3	0	0
ENSG00000248727.6	51	32	34	64	147	43
ENSG00000285997.1	0	0	0	0	0	0
ENSG00000226221.1	315	375	167	320	501	168
ENSG00000225940.7	1	0	0	0	8	0
ENSG00000234553.1	0	0	0	2	0	0
ENSG00000228650.2	0	0	0	0	0	0
ENSG00000095015.6	1654	1086	1329	1576	3454	1710
ENSG00000237705.1	1	0	0	2	2	4
ENSG00000225230.1	0	0	0	0	0	0
ENSG00000155542.12	244	133	115	203	98	152
ENSG00000155545.20	1011	1377	1331	1555	1916	1764
ENSG00000271828.1	1	1	9	2	0	4
ENSG00000235635.1	0	0	0	0	0	0
ENSG00000233943.1	0	0	0	0	0	0
ENSG00000248652.2	0	0	0	0	0	0
ENSG00000250480.3	0	0	0	0	0	0
ENSG00000207293.1	0	0	0	0	0	0
ENSG00000062194.16	3523	3828	3810	3396	4268	3997
ENSG00000248586.2	0	0	0	0	0	0
ENSG00000250961.2	23	5	2	0	20	5
ENSG00000250308.2	0	0	0	0	0	0
ENSG00000169067.4	10	8	6	0	49	20
ENSG00000249436.2	0	0	0	0	0	0
ENSG00000287709.1	0	0	0	0	0	0
ENSG00000249198.1	0	0	0	0	0	0
ENSG00000249584.1	0	0	0	0	0	0
ENSG00000248132.3	0	0	0	0	0	1
ENSG00000286853.1	0	0	0	0	0	0
ENSG00000248271.1	0	0	0	0	2	0
ENSG00000145632.15	6585	2704	2183	2103	1956	8394
ENSG00000175857.9	0	0	0	1	0	0
ENSG00000271257.1	0	0	0	0	0	0
ENSG00000265699.1	0	0	0	0	0	0
ENSG00000250127.1	0	0	0	0	0	0
ENSG00000152932.8	0	1	0	0	0	0
ENSG00000248475.5	0	0	0	0	0	0
ENSG00000240412.1	0	0	0	0	0	0
ENSG00000248733.1	0	0	0	0	0	0
ENSG00000113448.19	1738	7910	7588	3983	12724	6306
ENSG00000247345.2	0	9	0	0	4	2
